	time	frame	subF	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
UL	0.0210957	21	0	12	11	1	1	0	19592	28	0	36.4558 	0	0
DL	0.0211499	21	1	1	11	1	1	0	19592	28	0	35.8605	 	0	0
UL	0.0211957	21	1	12	11	1	1	0	19592	28	0	36.6619 	0	0
DL	0.0212499	21	2	1	11	1	1	0	19592	28	0	36.2129	 	0	0
UL	0.0212957	21	2	12	11	1	1	0	19592	28	0	36.7905 	0	0
DL	0.0213499	21	3	1	11	1	1	0	19592	28	0	36.5122	 	0	2.81442e-12
UL	0.0213957	21	3	12	11	1	1	0	19592	28	0	36.8152 	0	0
DL	0.0214499	21	4	1	11	1	1	0	19592	28	0	36.7195	 	0	0
UL	0.0214957	21	4	12	11	1	1	0	19592	28	0	36.7243 	0	0
DL	0.0215499	21	5	1	11	1	1	0	19592	28	0	36.8147	 	0	2.88658e-15
UL	0.0215957	21	5	12	11	1	1	0	19592	28	0	36.521 	0	1.6136e-12
DL	0.0216499	21	6	1	11	1	1	0	19592	28	0	36.7943	 	0	0
UL	0.0216957	21	6	12	11	1	1	0	19592	28	0	36.2248 	0	0
DL	0.0217499	21	7	1	11	1	1	0	19592	28	0	36.6694	 	0	0
UL	0.0217957	21	7	12	11	1	1	0	19592	28	0	35.8741 	0	6.63913e-14
DL	0.0218499	21	8	1	11	1	1	0	19592	28	0	36.4659	 	0	0
UL	0.0218957	21	8	12	11	1	1	0	19592	28	0	35.5264 	0	2.22267e-13
DL	0.0219499	21	9	1	11	1	1	0	19592	28	0	36.225	 	0	5.77316e-15
UL	0.0219957	21	9	12	11	1	1	0	19592	28	0	35.2522 	0	0
DL	0.0220499	22	0	1	11	1	1	0	19592	28	0	36.0002	 	0	0
UL	0.0220957	22	0	12	11	1	1	0	19592	28	0	35.1148 	0	0
DL	0.0221499	22	1	1	11	1	1	0	19592	28	0	35.8467	 	0	0
UL	0.0221957	22	1	12	11	1	1	0	19592	28	0	35.1424 	0	0
DL	0.0222499	22	2	1	11	1	1	0	19592	28	0	35.8045	 	0	0
UL	0.0222957	22	2	12	11	1	1	0	19592	28	0	35.3138 	0	3.95981e-11
DL	0.0223499	22	3	1	11	1	1	0	19592	28	0	35.8816	 	0	0
UL	0.0223957	22	3	12	11	1	1	0	19592	28	0	35.5689 	0	2.88658e-15
DL	0.0224499	22	4	1	11	1	1	0	19592	28	0	36.0503	 	0	8.65974e-14
UL	0.0224957	22	4	12	11	1	1	0	19592	28	0	35.8364 	0	0
DL	0.0225499	22	5	1	11	1	1	0	19592	28	0	36.26	 	0	0
UL	0.0225957	22	5	12	11	1	1	0	19592	28	0	36.056 	0	0
DL	0.0226499	22	6	1	11	1	1	0	19592	28	0	36.4563	 	0	4.61853e-14
UL	0.0226957	22	6	12	11	1	1	0	19592	28	0	36.1866 	0	0
DL	0.0227499	22	7	1	11	1	1	0	19592	28	0	36.5939	 	0	3.4639e-14
UL	0.0227957	22	7	12	11	1	1	0	19592	28	0	36.2081 	0	0
DL	0.0228499	22	8	1	11	1	1	0	19592	28	0	36.6432	 	0	0
UL	0.0228957	22	8	12	11	1	1	0	19592	28	0	36.119 	0	0
DL	0.0229499	22	9	1	11	1	1	0	19592	28	0	36.592	 	0	0
UL	0.0229957	22	9	12	11	1	1	0	19592	28	0	35.9357 	0	0
DL	0.0230499	23	0	1	11	1	1	0	19592	28	0	36.4446	 	0	0
UL	0.0230957	23	0	12	11	1	1	0	19592	28	0	35.6931 	0	0
DL	0.0231499	23	1	1	11	1	1	0	19592	28	0	36.2228	 	0	0
UL	0.0231957	23	1	12	11	1	1	0	19592	28	0	35.4443 	0	2.55272e-10
DL	0.0232499	23	2	1	11	1	1	0	19592	28	0	35.9677	 	0	1.55875e-13
UL	0.0232957	23	2	12	11	1	1	0	19592	28	0	35.2538 	0	2.88658e-15
DL	0.0233499	23	3	1	11	1	1	0	19592	28	0	35.7376	 	0	0
UL	0.0233957	23	3	12	11	1	1	0	19592	28	0	35.1791 	0	0
DL	0.0234499	23	4	1	11	1	1	0	19592	28	0	35.5964	 	0	0.00018092
UL	0.0234957	23	4	12	11	1	1	0	19592	28	0	35.2478 	0	0
DL	0.0235499	23	5	1	11	1	1	0	19592	28	0	35.5933	 	0	0
UL	0.0235957	23	5	12	11	1	1	0	19592	28	0	35.443 	0	0
DL	0.0236499	23	6	1	11	1	1	0	19592	28	0	35.7398	 	0	5.7212e-12
UL	0.0236957	23	6	12	11	1	1	0	19592	28	0	35.7123 	0	0
DL	0.0237499	23	7	1	11	1	1	0	19592	28	0	36.0043	 	0	1.15463e-14
UL	0.0237957	23	7	12	11	1	1	0	19592	28	0	35.9904 	0	0
DL	0.0238499	23	8	1	11	1	1	0	19592	28	0	36.3272	 	0	4.04121e-13
UL	0.0238957	23	8	12	11	1	1	0	19592	28	0	36.219 	0	0
DL	0.0239499	23	9	1	11	1	1	0	19592	28	0	36.645	 	0	0
UL	0.0239957	23	9	12	11	1	1	0	19592	28	0	36.3561 	0	0
DL	0.0240499	24	0	1	11	1	1	0	19592	28	0	36.9064	 	0	1.15463e-14
UL	0.0240957	24	0	12	11	1	1	0	19592	28	0	36.3777 	0	0
DL	0.0241499	24	1	1	11	1	1	0	19592	28	0	37.078	 	0	0
UL	0.0241957	24	1	12	11	1	1	0	19592	28	0	36.276 	0	0
DL	0.0242499	24	2	1	11	1	1	0	19592	28	0	37.1434	 	0	0
UL	0.0242957	24	2	12	11	1	1	0	19592	28	0	36.0596 	0	0
DL	0.0243499	24	3	1	11	1	1	0	19592	28	0	37.1013	 	0	0
UL	0.0243957	24	3	12	11	1	1	0	19592	28	0	35.7555 	0	5.4845e-14
DL	0.0244499	24	4	1	11	1	1	0	19592	28	0	36.9645	 	0	0
UL	0.0244957	24	4	12	11	1	1	0	19592	28	0	35.4117 	0	0
DL	0.0245499	24	5	1	11	1	1	0	19592	28	0	36.7601	 	0	0
UL	0.0245957	24	5	12	11	1	1	0	19592	28	0	35.0967 	0	0
DL	0.0246499	24	6	1	11	1	1	0	19592	28	0	36.5287	 	0	0
UL	0.0246957	24	6	12	11	1	1	0	19592	28	0	34.8876 	0	0
DL	0.0247499	24	7	1	11	1	1	0	19592	28	0	36.3202	 	0	0
UL	0.0247957	24	7	12	11	1	1	0	19592	28	0	34.8437 	0	1.19833e-10
DL	0.0248499	24	8	1	11	1	1	0	19592	28	0	36.1831	 	0	0
UL	0.0248957	24	8	12	11	1	1	0	19592	28	0	34.9769 	0	0
DL	0.0249499	24	9	1	11	1	1	0	19592	28	0	36.1489	 	0	0
UL	0.0249957	24	9	12	11	1	1	0	19592	28	0	35.2453 	0	0
DL	0.0250499	25	0	1	11	1	1	0	19592	28	0	36.2187	 	0	3.05977e-12
UL	0.0250957	25	0	12	11	1	1	0	19592	28	0	35.5762 	0	0
DL	0.0251499	25	1	1	11	1	1	0	19592	28	0	36.3626	 	0	0
UL	0.0251957	25	1	12	11	1	1	0	19592	28	0	35.896 	0	0
DL	0.0252499	25	2	1	11	1	1	0	19592	28	0	36.5325	 	0	0
UL	0.0252957	25	2	12	11	1	1	0	19592	28	0	36.1492 	0	6.24656e-12
DL	0.0253499	25	3	1	11	1	1	0	19592	28	0	36.6784	 	0	0
UL	0.0253957	25	3	12	11	1	1	0	19592	28	0	36.3025 	0	0
DL	0.0254499	25	4	1	11	1	1	0	19592	28	0	36.7596	 	0	0
UL	0.0254957	25	4	12	11	1	1	0	19592	28	0	36.3429 	0	0
DL	0.0255499	25	5	1	11	1	1	0	19592	28	0	36.7494	 	0	0
UL	0.0255957	25	5	12	11	1	1	0	19592	28	0	36.2755 	0	4.83416e-11
DL	0.0256499	25	6	1	11	1	1	0	19592	28	0	36.6369	 	0	0
UL	0.0256957	25	6	12	11	1	1	0	19592	28	0	36.1223 	0	1.73195e-14
DL	0.0257499	25	7	1	11	1	1	0	19592	28	0	36.4275	 	0	0
UL	0.0257957	25	7	12	11	1	1	0	19592	28	0	35.9221 	0	0
DL	0.0258499	25	8	1	11	1	1	0	19592	28	0	36.1449	 	0	0
UL	0.0258957	25	8	12	11	1	1	0	19592	28	0	35.7283 	0	0
DL	0.0259499	25	9	1	11	1	1	0	19592	28	0	35.8326	 	0	0
UL	0.0259957	25	9	12	11	1	1	0	19592	28	0	35.5997 	0	9.81437e-12
DL	0.0260499	26	0	1	11	1	1	0	19592	28	0	35.5524	 	0	0
UL	0.0260957	26	0	12	11	1	1	0	19592	28	0	35.5826 	0	2.88658e-15
DL	0.0261499	26	1	1	11	1	1	0	19592	28	0	35.3725	 	0	1.32783e-13
UL	0.0261957	26	1	12	11	1	1	0	19592	28	0	35.6918 	0	0
DL	0.0262499	26	2	1	11	1	1	0	19592	28	0	35.3435	 	0	0
UL	0.0262957	26	2	12	11	1	1	0	19592	28	0	35.9034 	0	0
DL	0.0263499	26	3	1	11	1	1	0	19592	28	0	35.4748	 	0	0
UL	0.0263957	26	3	12	11	1	1	0	19592	28	0	36.1662 	0	0
DL	0.0264499	26	4	1	11	1	1	0	19592	28	0	35.7284	 	0	0
UL	0.0264957	26	4	12	11	1	1	0	19592	28	0	36.4221 	0	0
DL	0.0265499	26	5	1	11	1	1	0	19592	28	0	36.0387	 	0	2.88658e-15
UL	0.0265957	26	5	12	11	1	1	0	19592	28	0	36.6208 	0	2.02061e-14
DL	0.0266499	26	6	1	11	1	1	0	19592	28	0	36.338	 	0	0
UL	0.0266957	26	6	12	11	1	1	0	19592	28	0	36.7276 	0	0
DL	0.0267499	26	7	1	11	1	1	0	19592	28	0	36.5735	 	0	0
UL	0.0267957	26	7	12	11	1	1	0	19592	28	0	36.7236 	0	0
DL	0.0268499	26	8	1	11	1	1	0	19592	28	0	36.7113	 	0	0
UL	0.0268957	26	8	12	11	1	1	0	19592	28	0	36.6055 	0	7.28573e-12
DL	0.0269499	26	9	1	11	1	1	0	19592	28	0	36.736	 	0	0
UL	0.0269957	26	9	12	11	1	1	0	19592	28	0	36.3859 	0	0
DL	0.0270499	27	0	1	11	1	1	0	19592	28	0	36.6483	 	0	0
UL	0.0270957	27	0	12	11	1	1	0	19592	28	0	36.0952 	0	1.43369e-07
DL	0.0271499	27	1	1	11	1	1	0	19592	28	0	36.4643	 	0	0
UL	0.0271957	27	1	12	11	1	1	0	19592	28	0	35.783 	0	1.84741e-12
DL	0.0272499	27	2	1	11	1	1	0	19592	28	0	36.2159	 	0	1.00453e-12
UL	0.0272957	27	2	12	11	1	1	0	19592	28	0	35.5152 	0	0
DL	0.0273499	27	3	1	11	1	1	0	19592	28	0	35.951	 	0	0
UL	0.0273957	27	3	12	11	1	1	0	19592	28	0	35.3597 	0	0
DL	0.0274499	27	4	1	11	1	1	0	19592	28	0	35.7271	 	0	1.50102e-13
UL	0.0274957	27	4	12	11	1	1	0	19592	28	0	35.3608 	0	0
DL	0.0275499	27	5	1	11	1	1	0	19592	28	0	35.5982	 	0	0
UL	0.0275957	27	5	12	11	1	1	0	19592	28	0	35.5181 	0	5.77316e-15
DL	0.0276499	27	6	1	11	1	1	0	19592	28	0	35.5942	 	0	6.3278e-06
UL	0.0276957	27	6	12	11	1	1	0	19592	28	0	35.7865 	0	0
DL	0.0277499	27	7	1	11	1	1	0	19592	28	0	35.7068	 	0	0
UL	0.0277957	27	7	12	11	1	1	0	19592	28	0	36.0988 	0	2.30926e-14
DL	0.0278499	27	8	1	11	1	1	0	19592	28	0	35.8942	 	0	1.2701e-13
UL	0.0278957	27	8	12	11	1	1	0	19592	28	0	36.391 	0	0
DL	0.0279499	27	9	1	11	1	1	0	19592	28	0	36.0982	 	0	1.15463e-14
UL	0.0279957	27	9	12	11	1	1	0	19592	28	0	36.6161 	0	0
DL	0.0280499	28	0	1	11	1	1	0	19592	28	0	36.2636	 	0	0
UL	0.0280957	28	0	12	11	1	1	0	19592	28	0	36.747 	0	0
DL	0.0281499	28	1	1	11	1	1	0	19592	28	0	36.3487	 	0	0
UL	0.0281957	28	1	12	11	1	1	0	19592	28	0	36.7754 	0	0
DL	0.0282499	28	2	1	11	1	1	0	19592	28	0	36.3286	 	0	0
UL	0.0282957	28	2	12	11	1	1	0	19592	28	0	36.7094 	0	5.77316e-15
DL	0.0283499	28	3	1	11	1	1	0	19592	28	0	36.1953	 	0	0
UL	0.0283957	28	3	12	11	1	1	0	19592	28	0	36.5729 	0	0
DL	0.0284499	28	4	1	11	1	1	0	19592	28	0	35.9584	 	0	2.88658e-15
UL	0.0284957	28	4	12	11	1	1	0	19592	28	0	36.4045 	0	1.73195e-14
DL	0.0285499	28	5	1	11	1	1	0	19592	28	0	35.6475	 	0	1.15463e-14
UL	0.0285957	28	5	12	11	1	1	0	19592	28	0	36.2532 	0	0
DL	0.0286499	28	6	1	11	1	1	0	19592	28	0	35.3145	 	0	0
UL	0.0286957	28	6	12	11	1	1	0	19592	28	0	36.1685 	0	0
DL	0.0287499	28	7	1	11	1	1	0	19592	28	0	35.0304	 	0	1.22391e-12
UL	0.0287957	28	7	12	11	1	1	0	19592	28	0	36.1845 	0	0
DL	0.0288499	28	8	1	11	1	1	0	19592	28	0	34.8702	 	0	5.94635e-13
UL	0.0288957	28	8	12	11	1	1	0	19592	28	0	36.306 	0	2.59792e-14
DL	0.0289499	28	9	1	11	1	1	0	19592	28	0	34.8834	 	0	8.62452e-10
UL	0.0289957	28	9	12	11	1	1	0	19592	28	0	36.5061 	0	2.51132e-13
DL	0.0290499	29	0	1	11	1	1	0	19592	28	0	35.0678	 	0	0
UL	0.0290957	29	0	12	11	1	1	0	19592	28	0	36.738 	0	0
DL	0.0291499	29	1	1	11	1	1	0	19592	28	0	35.3707	 	0	0
UL	0.0291957	29	1	12	11	1	1	0	19592	28	0	36.9511 	0	0
DL	0.0292499	29	2	1	11	1	1	0	19592	28	0	35.7157	 	0	8.65974e-15
UL	0.0292957	29	2	12	11	1	1	0	19592	28	0	37.1028 	0	0
DL	0.0293499	29	3	1	11	1	1	0	19592	28	0	36.0315	 	0	0
UL	0.0293957	29	3	12	11	1	1	0	19592	28	0	37.1634 	0	0
DL	0.0294499	29	4	1	11	1	1	0	19592	28	0	36.2664	 	0	2.88658e-15
UL	0.0294957	29	4	12	11	1	1	0	19592	28	0	37.1177 	0	0
DL	0.0295499	29	5	1	11	1	1	0	19592	28	0	36.3898	 	0	0
UL	0.0295957	29	5	12	11	1	1	0	19592	28	0	36.9645 	0	0
DL	0.0296499	29	6	1	11	1	1	0	19592	28	0	36.3903	 	0	0
UL	0.0296957	29	6	12	11	1	1	0	19592	28	0	36.7176 	0	0
DL	0.0297499	29	7	1	11	1	1	0	19592	28	0	36.2728	 	0	0
UL	0.0297957	29	7	12	11	1	1	0	19592	28	0	36.4072 	0	0
DL	0.0298499	29	8	1	11	1	1	0	19592	28	0	36.0583	 	0	0
UL	0.0298957	29	8	12	11	1	1	0	19592	28	0	36.0816 	0	1.35669e-12
DL	0.0299499	29	9	1	11	1	1	0	19592	28	0	35.7858	 	0	0
UL	0.0299957	29	9	12	11	1	1	0	19592	28	0	35.8031 	0	3.08603e-09
DL	0.0300499	30	0	1	11	1	1	0	19592	28	0	35.511	 	0	0
UL	0.0300957	30	0	12	11	1	1	0	19592	28	0	35.6335 	0	0
DL	0.0301499	30	1	1	11	1	1	0	19592	28	0	35.2993	 	0	5.70654e-10
UL	0.0301957	30	1	12	11	1	1	0	19592	28	0	35.611 	0	9.81437e-14
DL	0.0302499	30	2	1	11	1	1	0	19592	28	0	35.207	 	0	0
UL	0.0302957	30	2	12	11	1	1	0	19592	28	0	35.7317 	0	0
DL	0.0303499	30	3	1	11	1	1	0	19592	28	0	35.2584	 	0	0
UL	0.0303957	30	3	12	11	1	1	0	19592	28	0	35.9517 	0	4.04121e-14
DL	0.0304499	30	4	1	11	1	1	0	19592	28	0	35.4331	 	0	1.11026e-08
UL	0.0304957	30	4	12	11	1	1	0	19592	28	0	36.2078 	0	0
DL	0.0305499	30	5	1	11	1	1	0	19592	28	0	35.6773	 	0	0
UL	0.0305957	30	5	12	11	1	1	0	19592	28	0	36.4396 	0	0
DL	0.0306499	30	6	1	11	1	1	0	19592	28	0	35.926	 	0	1.15463e-14
UL	0.0306957	30	6	12	11	1	1	0	19592	28	0	36.6028 	0	0
DL	0.0307499	30	7	1	11	1	1	0	19592	28	0	36.1234	 	0	2.88658e-15
UL	0.0307957	30	7	12	11	1	1	0	19592	28	0	36.6723 	0	0
DL	0.0308499	30	8	1	11	1	1	0	19592	28	0	36.2314	 	0	0
UL	0.0308957	30	8	12	11	1	1	0	19592	28	0	36.6407 	0	0
DL	0.0309499	30	9	1	11	1	1	0	19592	28	0	36.2302	 	0	0
UL	0.0309957	30	9	12	11	1	1	0	19592	28	0	36.5175 	0	2.88658e-14
DL	0.0310499	31	0	1	11	1	1	0	19592	28	0	36.1184	 	0	1.0969e-13
UL	0.0310957	31	0	12	11	1	1	0	19592	28	0	36.3294 	0	0
DL	0.0311499	31	1	1	11	1	1	0	19592	28	0	35.9127	 	0	1.97442e-12
UL	0.0311957	31	1	12	11	1	1	0	19592	28	0	36.119 	0	0
DL	0.0312499	31	2	1	11	1	1	0	19592	28	0	35.6504	 	0	0
UL	0.0312957	31	2	12	11	1	1	0	19592	28	0	35.94 	0	0
DL	0.0313499	31	3	1	11	1	1	0	19592	28	0	35.3889	 	0	1.73195e-14
UL	0.0313957	31	3	12	11	1	1	0	19592	28	0	35.8449 	0	2.13607e-13
DL	0.0314499	31	4	1	11	1	1	0	19592	28	0	35.1988	 	0	0
UL	0.0314957	31	4	12	11	1	1	0	19592	28	0	35.8667 	0	0
DL	0.0315499	31	5	1	11	1	1	0	19592	28	0	35.1441	 	0	0
UL	0.0315957	31	5	12	11	1	1	0	19592	28	0	36.0038 	0	0
DL	0.0316499	31	6	1	11	1	1	0	19592	28	0	35.2544	 	0	0
UL	0.0316957	31	6	12	11	1	1	0	19592	28	0	36.2208 	0	9.9587e-13
DL	0.0317499	31	7	1	11	1	1	0	19592	28	0	35.5095	 	0	0
UL	0.0317957	31	7	12	11	1	1	0	19592	28	0	36.4637 	0	0
DL	0.0318499	31	8	1	11	1	1	0	19592	28	0	35.8504	 	0	0
UL	0.0318957	31	8	12	11	1	1	0	19592	28	0	36.6778 	0	0
DL	0.0319499	31	9	1	11	1	1	0	19592	28	0	36.206	 	0	0
UL	0.0319957	31	9	12	11	1	1	0	19592	28	0	36.8194 	0	0
DL	0.0320499	32	0	1	11	1	1	0	19592	28	0	36.5157	 	0	1.02509e-07
UL	0.0320957	32	0	12	11	1	1	0	19592	28	0	36.86 	0	5.77316e-15
DL	0.0321499	32	1	1	11	1	1	0	19592	28	0	36.7378	 	0	0
UL	0.0321957	32	1	12	11	1	1	0	19592	28	0	36.7858 	0	0
DL	0.0322499	32	2	1	11	1	1	0	19592	28	0	36.8496	 	0	0
UL	0.0322957	32	2	12	11	1	1	0	19592	28	0	36.5977 	0	3.31091e-12
DL	0.0323499	32	3	1	11	1	1	0	19592	28	0	36.8453	 	0	0
UL	0.0323957	32	3	12	11	1	1	0	19592	28	0	36.3129 	0	0
DL	0.0324499	32	4	1	11	1	1	0	19592	28	0	36.7341	 	0	0
UL	0.0324957	32	4	12	11	1	1	0	19592	28	0	35.9668 	0	0
DL	0.0325499	32	5	1	11	1	1	0	19592	28	0	36.5396	 	0	0
UL	0.0325957	32	5	12	11	1	1	0	19592	28	0	35.6145 	0	3.05111e-12
DL	0.0326499	32	6	1	11	1	1	0	19592	28	0	36.301	 	0	2.88658e-15
UL	0.0326957	32	6	12	11	1	1	0	19592	28	0	35.3255 	0	8.65974e-15
DL	0.0327499	32	7	1	11	1	1	0	19592	28	0	36.0704	 	0	0
UL	0.0327957	32	7	12	11	1	1	0	19592	28	0	35.1656 	0	0
DL	0.0328499	32	8	1	11	1	1	0	19592	28	0	35.9036	 	0	0
UL	0.0328957	32	8	12	11	1	1	0	19592	28	0	35.1698 	0	0
DL	0.0329499	32	9	1	11	1	1	0	19592	28	0	35.8442	 	0	0
UL	0.0329957	32	9	12	11	1	1	0	19592	28	0	35.3237 	0	1.52989e-13
DL	0.0330499	33	0	1	11	1	1	0	19592	28	0	35.9051	 	0	0
UL	0.0330957	33	0	12	11	1	1	0	19592	28	0	35.5712 	0	0
DL	0.0331499	33	1	1	11	1	1	0	19592	28	0	36.0635	 	0	2.02061e-14
UL	0.0331957	33	1	12	11	1	1	0	19592	28	0	35.8411 	0	0
DL	0.0332499	33	2	1	11	1	1	0	19592	28	0	36.2708	 	0	0
UL	0.0332957	33	2	12	11	1	1	0	19592	28	0	36.0704 	0	1.29896e-13
DL	0.0333499	33	3	1	11	1	1	0	19592	28	0	36.472	 	0	1.73195e-14
UL	0.0333957	33	3	12	11	1	1	0	19592	28	0	36.2155 	0	1.03917e-13
DL	0.0334499	33	4	1	11	1	1	0	19592	28	0	36.6202	 	0	3.08864e-13
UL	0.0334957	33	4	12	11	1	1	0	19592	28	0	36.253 	0	0
DL	0.0335499	33	5	1	11	1	1	0	19592	28	0	36.6833	 	0	0
UL	0.0335957	33	5	12	11	1	1	0	19592	28	0	36.1791 	0	4.61853e-14
DL	0.0336499	33	6	1	11	1	1	0	19592	28	0	36.6466	 	0	0
UL	0.0336957	33	6	12	11	1	1	0	19592	28	0	36.0075 	0	0
DL	0.0337499	33	7	1	11	1	1	0	19592	28	0	36.5119	 	0	5.77316e-15
UL	0.0337957	33	7	12	11	1	1	0	19592	28	0	35.7705 	0	0
DL	0.0338499	33	8	1	11	1	1	0	19592	28	0	36.2987	 	0	0
UL	0.0338957	33	8	12	11	1	1	0	19592	28	0	35.5188 	0	4.72141e-10
DL	0.0339499	33	9	1	11	1	1	0	19592	28	0	36.0451	 	0	1.32783e-13
UL	0.0339957	33	9	12	11	1	1	0	19592	28	0	35.316 	0	5.10925e-13
DL	0.0340499	34	0	1	11	1	1	0	19592	28	0	35.8074	 	0	0
UL	0.0340957	34	0	12	11	1	1	0	19592	28	0	35.2221 	0	0
DL	0.0341499	34	1	1	11	1	1	0	19592	28	0	35.6499	 	0	0
UL	0.0341957	34	1	12	11	1	1	0	19592	28	0	35.2703 	0	0
DL	0.0342499	34	2	1	11	1	1	0	19592	28	0	35.6253	 	0	0
UL	0.0342957	34	2	12	11	1	1	0	19592	28	0	35.45 	0	0
DL	0.0343499	34	3	1	11	1	1	0	19592	28	0	35.7514	 	0	5.80203e-13
UL	0.0343957	34	3	12	11	1	1	0	19592	28	0	35.7126 	0	0
DL	0.0344499	34	4	1	11	1	1	0	19592	28	0	36.0023	 	0	0
UL	0.0344957	34	4	12	11	1	1	0	19592	28	0	35.9934 	0	1.27529e-11
DL	0.0345499	34	5	1	11	1	1	0	19592	28	0	36.3209	 	0	0
UL	0.0345957	34	5	12	11	1	1	0	19592	28	0	36.232 	0	0
DL	0.0346499	34	6	1	11	1	1	0	19592	28	0	36.6429	 	0	0
UL	0.0346957	34	6	12	11	1	1	0	19592	28	0	36.3841 	0	0
DL	0.0347499	34	7	1	11	1	1	0	19592	28	0	36.9147	 	0	4.04121e-14
UL	0.0347957	34	7	12	11	1	1	0	19592	28	0	36.4229 	0	0
DL	0.0348499	34	8	1	11	1	1	0	19592	28	0	37.1005	 	0	0
UL	0.0348957	34	8	12	11	1	1	0	19592	28	0	36.3387 	0	5.6577e-13
DL	0.0349499	34	9	1	11	1	1	0	19592	28	0	37.1815	 	0	5.77316e-15
UL	0.0349957	34	9	12	11	1	1	0	19592	28	0	36.1375 	0	0
DL	0.0350499	35	0	1	11	1	1	0	19592	28	0	37.1543	 	0	0
UL	0.0350957	35	0	12	11	1	1	0	19592	28	0	35.8435 	0	0
DL	0.0351499	35	1	1	11	1	1	0	19592	28	0	37.0297	 	0	0
UL	0.0351957	35	1	12	11	1	1	0	19592	28	0	35.5015 	0	0
DL	0.0352499	35	2	1	11	1	1	0	19592	28	0	36.8327	 	0	6.46594e-13
UL	0.0352957	35	2	12	11	1	1	0	19592	28	0	35.1776 	0	0
DL	0.0353499	35	3	1	11	1	1	0	19592	28	0	36.6022	 	0	0
UL	0.0353957	35	3	12	11	1	1	0	19592	28	0	34.949 	0	0
DL	0.0354499	35	4	1	11	1	1	0	19592	28	0	36.3873	 	0	0
UL	0.0354957	35	4	12	11	1	1	0	19592	28	0	34.8794 	0	0
DL	0.0355499	35	5	1	11	1	1	0	19592	28	0	36.2375	 	0	0
UL	0.0355957	35	5	12	11	1	1	0	19592	28	0	34.9887 	0	0
DL	0.0356499	35	6	1	11	1	1	0	19592	28	0	36.1878	 	0	0
UL	0.0356957	35	6	12	11	1	1	0	19592	28	0	35.242 	0	0
DL	0.0357499	35	7	1	11	1	1	0	19592	28	0	36.2438	 	0	5.31131e-13
UL	0.0357957	35	7	12	11	1	1	0	19592	28	0	35.5686 	0	0
DL	0.0358499	35	8	1	11	1	1	0	19592	28	0	36.3798	 	0	0
UL	0.0358957	35	8	12	11	1	1	0	19592	28	0	35.8939 	0	0
DL	0.0359499	35	9	1	11	1	1	0	19592	28	0	36.5492	 	0	0
UL	0.0359957	35	9	12	11	1	1	0	19592	28	0	36.1591 	0	1.70597e-11
DL	0.0360499	36	0	1	11	1	1	0	19592	28	0	36.7013	 	0	0
UL	0.0360957	36	0	12	11	1	1	0	19592	28	0	36.328 	0	0
DL	0.0361499	36	1	1	11	1	1	0	19592	28	0	36.7937	 	0	0
UL	0.0361957	36	1	12	11	1	1	0	19592	28	0	36.3846 	0	0
DL	0.0362499	36	2	1	11	1	1	0	19592	28	0	36.7976	 	0	0
UL	0.0362957	36	2	12	11	1	1	0	19592	28	0	36.3316 	0	2.02349e-12
DL	0.0363499	36	3	1	11	1	1	0	19592	28	0	36.6997	 	0	5.77316e-15
UL	0.0363957	36	3	12	11	1	1	0	19592	28	0	36.1886 	0	6.84119e-13
DL	0.0364499	36	4	1	11	1	1	0	19592	28	0	36.5031	 	0	0
UL	0.0364957	36	4	12	11	1	1	0	19592	28	0	35.9921 	0	0
DL	0.0365499	36	5	1	11	1	1	0	19592	28	0	36.2288	 	0	0
UL	0.0365957	36	5	12	11	1	1	0	19592	28	0	35.7938 	0	1.79055e-11
DL	0.0366499	36	6	1	11	1	1	0	19592	28	0	35.9173	 	0	0
UL	0.0366957	36	6	12	11	1	1	0	19592	28	0	35.6525 	0	1.73195e-14
DL	0.0367499	36	7	1	11	1	1	0	19592	28	0	35.6283	 	0	3.86802e-13
UL	0.0367957	36	7	12	11	1	1	0	19592	28	0	35.6176 	0	0
DL	0.0368499	36	8	1	11	1	1	0	19592	28	0	35.4301	 	0	2.88658e-15
UL	0.0368957	36	8	12	11	1	1	0	19592	28	0	35.7094 	0	0
DL	0.0369499	36	9	1	11	1	1	0	19592	28	0	35.3779	 	0	1.44329e-14
UL	0.0369957	36	9	12	11	1	1	0	19592	28	0	35.909 	0	0
DL	0.0370499	37	0	1	11	1	1	0	19592	28	0	35.4876	 	0	0
UL	0.0370957	37	0	12	11	1	1	0	19592	28	0	36.1681 	0	0
DL	0.0371499	37	1	1	11	1	1	0	19592	28	0	35.7274	 	0	2.88658e-14
UL	0.0371957	37	1	12	11	1	1	0	19592	28	0	36.4283 	0	0
DL	0.0372499	37	2	1	11	1	1	0	19592	28	0	36.0339	 	0	0
UL	0.0372957	37	2	12	11	1	1	0	19592	28	0	36.6377 	0	0
DL	0.0373499	37	3	1	11	1	1	0	19592	28	0	36.3384	 	0	0
UL	0.0373957	37	3	12	11	1	1	0	19592	28	0	36.7591 	0	0
DL	0.0374499	37	4	1	11	1	1	0	19592	28	0	36.5855	 	0	0
UL	0.0374957	37	4	12	11	1	1	0	19592	28	0	36.7715 	0	0
DL	0.0375499	37	5	1	11	1	1	0	19592	28	0	36.7386	 	0	0
